CaseRef,CaseId,CaseSystemId,NamedIndividual,AccusedRef,CaseStart_date,CaseStart_date_as_date,Case_date,Case_date_as_date,Age_at_case,CaseCommonName,Commission,Complaint,Correspondence,Chronicle,Other,Suspects_text,UNorthodoxRelPract_p,UNorthodoxRelPract_s,Consulting_p,Consulting_s,Demonic_p,Demonic_s,Demonic_possess_p,Demonic_possess_s,Fairies_p,Fairies_s,Folk_healing_p,Folk_healing_s,Maleficium_p,Maleficium_s,Midwifery_p,Midwifery_s,ImplicatedByAnother_p,ImplicatedByAnother_s,Neighbhd_dispute_p,Neighbhd_dispute_s,PoliticalMotive_p,PoliticalMotive_s,PropertyMotive_p,PropertyMotive_s,RefusedCharity_p,RefusedCharity_s,Treason_p,Treason_s,Other_p,Other_s,OtherText,NotEnoughInfo_p,NotEnoughInfo_s,WhiteMagic_p,WhiteMagic_s,Charnotes,DemonicPact,DevilNotes,WitchesMeeting,MeetingName,DevilPresent,Maleficium,CommunalSex,DevilWorship,FoodAndDrink,Dancing,Singing,SingingText,OtherPractices,MeetingNotes,Elphane/Fairyland,Food/Drink,SpecificVerbalFormulae,SpecificRitualActs,Familiars,Shape-Changing,Dreams/Visions,UnorthodoxReligiousPractice,SympatheticMagic,Ridingdead,FolkNotes,HumanIllness,HumanDeath,AnimalIllness,AnimalDeath,FemaleInfertility,MaleImpotence,AggravatingDisease,TransferringDisease,LayingOn,Removalbewitchment,Quarreling,Cursing,Poisoning,RecHealer,HealingHumans,HealingAnimals,Midwifery,DiseaseNotes,PropertyDamage,WeatherModification,OtherMaleficiaNotes,OtherChargesNotes,ClaimedBewitched,ClaimedPossessed,AdmitLesserCharge,ClaimedNaturalCauses,Nodefence,DefenseNotes,CaseNotes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"C/LA/3053",3053,"LA",0,,,,"3/8/1615","08/03/15 00:00:00",,"0 witches",,,,,"Shetland law forbidding the concealment of witchcraft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The Shetland Sheriff Court passed a whole series of laws (much like the Lawting Sheriff and Justice Court of Orkney and the Court of the Bishopric later that same year, see c/la/3051, c/la/3049).  they forbade the concealing of witchcraft and other crimes such as theft, murder, oppression, blood wrongs, etc.  This act was in a whole series of justice acts regarding all manner of things, hiring servants, weights and measures, etc.","LEM","06/19/02 15:00:52","LEM","10/08/02 14:34:30"
"C/LA/3054",3054,"LA",-1,"A/LA/2912","18/3/1660","03/18/60 00:00:00","3/4/1665","04/03/65 00:00:00",,"Manson,Kathareen",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Marwick's notes do not provide solid enough evidence on which to base a primary characterisation.",0,,0,,0,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,1,0,"Used a wresting thread to cure a wrested cow.  Was paid 40 pennies for a cure.  Made a charm out of something like ground salt put into a cloute and put onto a cow's back.  A blue thread around a man's waist.  Worm grass for curing the worm.  Fasting and meat eating.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Suspected of working with another woman to destroy the Laird of Halcrowe who was oppressing the people.",0,0,,,0,0,0,0,0,,"She was questioned by the kirk session repeatedly over the course of 15 years for charming and witchcraft.  But they never seem to have formally charged her.","LEM","06/19/02 15:08:43","LEM","12/05/02 12:34:53"
"C/LA/3055",3055,"LA",-1,"A/LA/2913",,,,,,"Bess,Scota",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"probably folkloric",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,"She supposedly sailed in a cockle shell.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"maybe folkloric, Supposedly killed between 1620-1640.  No trial information for her.","LEM","06/19/02 15:22:28","LEM","10/08/02 14:32:06"
"C/LA/3056",3056,"LA",-1,"A/LA/2914",,,"1659","06/01/59 00:00:00",,"Wick,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"very little information available",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,"she supposedly walked about the town counter-clockwise.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/19/02 15:33:28","LEM","10/08/02 14:30:56"
"C/LA/3057",3057,"LA",-1,"A/LA/2915",,,"13/6/1616","06/13/16 00:00:00",,"A Wallis,Helen",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,"cast a suitor's left shoe over the house to determine if one should marry him.  Walked thrise around the church with a bare head and hair flowing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"cured a cow that almost suffocated in a mire.",0,0,,,0,0,0,0,0,,,"LEM","06/19/02 16:33:52","jhm","11/12/02 15:47:48"
"C/LA/3058",3058,"LA",0,,,,"14/12/1669","12/14/69 00:00:00",,"3 unnamed witches","to try witches in the Highlands and Isles.",,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"This is a report that Marie Nian James Nic Coull escaped the justice of a commission issued by the Privy Council to try witches in the Highlands and Isles.","LEM","06/24/02 20:13:27","jhm","09/18/02 12:16:28"
"C/LA/3059",3059,"LA",0,,,,"4/4/1664","04/04/64 00:00:00",,"0 witches",,,,,"John Kincaid, witch pricker examined",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"He was investigated for oppression and interrogated as to how he could identify witches.  He claims to have learned his skill from confessing witches.  He claims to know witches by sight.  He was questioned about specific rituals he used such as walking witches backwards, keeping them away from walls.  He said he could identify the smell of witches because their carnal dealings with the Devil left an odour like a dead corpse.","LEM","06/24/02 20:16:26","LEM","06/24/02 20:19:27"
"C/LA/3060",3060,"LA",-1,"A/LA/2920",,,"20/7/1678","07/20/78 00:00:00",,"Couper,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/24/02 22:18:06","LEM","06/24/02 22:28:55"
"C/LA/3061",3061,"LA",-1,"A/LA/2921",,,"20/7/1678","07/20/78 00:00:00",,"Dalgliesh,Agnes",,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,"he met her at 2:00 and they kissed, the Devil had no breath.",1,,1,0,0,0,0,0,0,,,"Met the Devil in Sarah Cranston's house.  Sarah Cranston put her hand in the Devil's and the Devil carried Agnes away at night to two meetings.  They danced 'about ane hare'.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/24/02 22:24:11","LEM","10/08/02 12:24:21"
"C/LA/3062",3062,"LA",-1,"A/LA/2922",,,"20/7/1678","07/20/78 00:00:00",,"Wilson,Jennet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/24/02 22:26:44","LEM","10/08/02 12:23:34"
"C/LA/3063",3063,"LA",-1,"A/LA/2923",,,"9/7/1678","07/09/78 00:00:00",,"Unknown,Henwife",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/25/02 11:15:59","LEM","06/25/02 14:53:33"
"C/LA/3064",3064,"LA",-1,"A/LA/2924",,,"9/7/1678","07/09/78 00:00:00",,"Maitland,Jennet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/25/02 11:32:09","LEM","10/08/02 12:22:24"
"C/LA/3065",3065,"LA",-1,"A/LA/2925",,,"20/7/1678","07/20/78 00:00:00",,"Johnston,Mother of David",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/25/02 12:38:40","LEM","06/25/02 12:39:34"
"C/LA/3066",3066,"LA",-1,"A/LA/2926",,,"9/7/1678","07/09/78 00:00:00",,"Allane,Mother of William",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/25/02 13:26:47","LEM","12/06/02 12:28:36"
"C/LA/3067",3067,"LA",-1,"A/LA/2927",,,"9/7/1678","07/09/78 00:00:00",,"Spense,Wife of Walter",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","06/25/02 13:28:58","LEM","10/08/02 12:19:23"
"C/LA/3068",3068,"LA",-1,"A/LA/2928",,,"29/11/1679","11/29/79 00:00:00",,"Hewat,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:04:42","LEM","07/04/02 14:12:11"
"C/LA/3069",3069,"LA",-1,"A/LA/2929",,,"29/11/1679","11/29/79 00:00:00",,"Harther,Eupham",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:06:13","LEM","10/08/02 12:13:38"
"C/LA/3070",3070,"LA",-1,"A/LA/2930",,,"29/11/1679","11/29/79 00:00:00",,"Crystie,Jonet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:07:51","LEM","10/08/02 12:12:45"
"C/LA/3071",3071,"LA",-1,"A/LA/2931","24/11/1679","11/24/79 00:00:00","20/1/1680","01/20/80 00:00:00",,"Hammilton,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:29:50","LEM","10/08/02 12:12:28"
"C/LA/3072",3072,"LA",-1,"A/LA/2932",,,"24/11/1679","11/24/79 00:00:00",,"Stewart,Jonet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:37:18","LEM","07/04/02 14:38:58"
"C/LA/3073",3073,"LA",-1,"A/LA/2933",,,"24/11/1679","11/24/79 00:00:00",,"Croudie,Grissel",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:39:05","LEM","10/08/02 12:10:42"
"C/LA/3074",3074,"LA",-1,"A/LA/2934",,,"24/11/1679","11/24/79 00:00:00",,"Colquhone,Jonet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:41:36","LEM","10/08/02 12:09:41"
"C/LA/3075",3075,"LA",-1,"A/LA/2935",,,"24/11/1679","11/24/79 00:00:00",,"Hammilton,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 14:43:07","LEM","10/08/02 12:09:03"
"C/LA/3076",3076,"LA",-1,"A/LA/2936",,,"27/11/1679","11/27/79 00:00:00",,"Anderson,Walter",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 16:26:37","LEM","07/04/02 16:32:14"
"C/LA/3077",3077,"LA",-1,"A/LA/2937",,,"27/11/1679","11/27/79 00:00:00",,"Anderson,Wife of Walte",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 16:28:32","LEM","10/08/02 12:07:47"
"C/LA/3078",3078,"LA",-1,"A/LA/2938",,,"27/11/1679","11/27/79 00:00:00",,"Wood,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 16:32:25","LEM","07/04/02 16:33:42"
"C/LA/3079",3079,"LA",-1,"A/LA/2939",,,"27/11/1679","11/27/79 00:00:00",,"Kincaid,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/04/02 16:34:15","LEM","07/04/02 16:35:42"
"C/LA/3110",3110,"LA",-1,"A/LA/2969",,,"8/1643","08/01/43 00:00:00",,"Smith,Bessie",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:28:02","LEM","10/08/02 11:30:21"
"C/LA/3111",3111,"LA",-1,"A/LA/2970",,,"8/1643","08/01/43 00:00:00",,"Dick,Marie",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:29:24","LEM","10/08/02 11:26:49"
"C/LA/3112",3112,"LA",-1,"A/LA/2971",,,"8/1643","08/01/43 00:00:00",,"Gray,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:31:05","LEM","10/08/02 11:26:23"
"C/LA/3113",3113,"LA",-1,"A/LA/2972",,,"8/1643","08/01/43 00:00:00",,"Lummisdane,Margaret",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:32:29","LEM","10/08/02 11:25:59"
"C/LA/3114",3114,"LA",-1,"A/LA/2973",,,"8/1643","08/01/43 00:00:00",,"Chrystie,Issobell",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:33:58","LEM","10/08/02 11:25:29"
"C/LA/3115",3115,"LA",-1,"A/LA/2974",,,"8/1643","08/01/43 00:00:00",,"Broun,Marie",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:37:12","LEM","10/08/02 11:24:49"
"C/LA/3116",3116,"LA",-1,"A/LA/2975",,,"8/1643","08/01/43 00:00:00",,"Wood,Helen",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:38:41","LEM","10/08/02 11:24:10"
"C/LA/3117",3117,"LA",-1,"A/LA/2976",,,"8/1643","08/01/43 00:00:00",,"Inglyses,Jonet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:39:54","LEM","12/05/02 12:35:13"
"C/LA/3118",3118,"LA",-1,"A/LA/2977",,,"8/1643","08/01/43 00:00:00",,"Lummisdane,Jonet",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:41:42","LEM","10/08/02 11:22:32"
"C/LA/3119",3119,"LA",-1,"A/LA/2978",,,"8/1643","08/01/43 00:00:00",,"Oster,Issobell",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:43:21","LEM","10/08/02 11:21:52"
"C/LA/3120",3120,"LA",-1,"A/LA/2979",,,"8/1643","08/01/43 00:00:00",,"Dolt,Beatrix",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/10/02 17:45:04","LEM","10/08/02 11:20:27"
"C/LA/3121",3121,"LA",-1,"A/LA/2980",,,"22/5/1649","05/22/49 00:00:00",,"Affleck,Agnes",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/12/02 09:58:55","LEM","08/30/02 14:54:51"
"C/LA/3122",3122,"LA",-1,"A/LA/2981",,,"11/7/1649","07/11/49 00:00:00",,"Paickok,Issobell",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/12/02 11:49:43","LEM","10/08/02 11:12:37"
"C/LA/3123",3123,"LA",-1,"A/LA/2982",,,"11/7/1649","07/11/49 00:00:00",,"Thomson,Katharine",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/12/02 13:02:30","jhm","12/06/02 12:45:56"
"C/LA/3125",3125,"LA",-1,"A/LA/2984",,,"8/1651","08/01/51 00:00:00",,"Boyd,Bessie",,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/12/02 13:23:45","LEM","10/08/02 11:11:02"
"C/LA/3126",3126,"LA",-1,"A/LA/2985",,,"22/12/1643","12/22/43 00:00:00",,"Spae Wife,Elizabeth",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Mentioned as having been burnt 20 years prior, sometime around 1623.  There is an Elspeth the wife of Totmuir (c/egd/1059) accused in 1628 from leith, possibly same person?","LEM","07/12/02 13:37:12","LEM","10/08/02 11:09:59"
"C/LA/3127",3127,"LA",-1,"A/LA/2986",,,"24/3/1659","03/24/59 00:00:00",,"Beir,Issobell",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/15/02 10:01:11","LEM","10/08/02 11:08:49"
"C/LA/3128",3128,"LA",-1,"A/LA/2987",,,"22/4/1659","04/22/59 00:00:00",,"Short,Robert",,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"LEM","07/15/02 10:23:11","LEM","11/12/02 16:43:42"
